Date,S1_Schoolclosing,S1_IsGeneral,S2_Workplaceclosing,S2_IsGeneral,S3_Cancelpublicevents,S3_IsGeneral,S4_Closepublictransport,S4_IsGeneral,S5_Publicinformationcampaigns,S5_IsGeneral,S6_Restrictionsoninternalmovement,S6_IsGeneral,S7_Internationaltravelcontrols,S8_Fiscalmeasures,S9_Monetarymeasures,S10_Emergencyinvestmentinhealthcare,S11_InvestmentinVaccines,S12_Testingframework,S13_Contacttracing,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay
"2020-03-19",,0,,,2,0,,,,,2,1,3,435,,0,,2
"2020-03-20",,0,,,2,0,,,,,2,1,3,435,,0,,2
"2020-03-21",,0,,,2,0,,,,,2,1,3,435,,0,,2,,2,0
"2020-03-22",,0,,,2,0,,,,,2,1,3,435,,0,,2,,3,0
"2020-03-23",,0,,,2,0,,,,,2,1,3,435,,0,,2,,3,0
"2020-03-24",,0,,,2,0,,,,,2,1,3,435,,0,,2,,3,0
"2020-03-25",,0,,,2,0,,,,,2,1,3,435,,0,,2,,3,1
"2020-03-26",,0,,,2,0,,,,,2,1,3,435,,0,,2,,4,1
"2020-03-27",,0,,,2,0,,,,,2,1,3,435,,0,,2,,5,1
"2020-03-28",,0,,,2,0,,,,,2,1,3,435,,0,,2,,5,1
"2020-03-29",,0,,,2,0,,,,,2,1,3,435,,0,,2,,5,1
"2020-03-30",,0,,,2,0,,,,,2,1,3,435,,0,,2,,5,1
"2020-03-31",,0,,,2,0,,,,,2,1,3,435,,0,,2,,5,1
"2020-04-01",,0,,,2,0,,,,,2,1,3,435,,0,,2,,6,1
"2020-04-02",,0,,,2,0,,,,,2,1,3,435,,0,,2,,6,1
"2020-04-03",,0,,,2,0,,,,,2,1,3,435,,0,,2,,6,1
"2020-04-04",,0,,,2,0,,,,,2,1,3,435,,0,,2,,6,1
"2020-04-05",,0,,,2,0,,,,,2,1,3,435,,0,,2,,7,1
"2020-04-06",,0,,,2,0,,,,,2,1,3,435,,0,,2,,7,1
"2020-04-07",,0,,,2,0,,,,,2,1,3,435,,0,,2,,7,1
"2020-04-08",,0,,,2,0,,,,,2,1,3,435,,0,,2,,7,1
"2020-04-09",,0,,,2,0,,,,,2,1,3,435,,0,,2,,7,1
"2020-04-10",,0,,,2,0,,,,,2,1,3,435,,0,,2,,7,1
"2020-04-11",,0,,,2,0,,,,,2,1,3,435,,0,,2,,7,1
